total_trades,wins,win_rate,total_pnl,final_equity,return_pct,max_drawdown,symbol,indicator,param_a,param_b,atr_mult,min_hold_bars
146,48,0.3287671232876712,3109.434019085959,4109.434019085959,310.94340190859594,49.81282267521906,QBTS,kama,10,50,1.5,6
117,49,0.4188034188034188,3552.852733807699,4552.8527338077,355.28527338077,55.70178197699084,QBTS,kama,10,50,1.5,12
81,36,0.4444444444444444,4110.432932964139,5110.432932964139,411.0432932964138,51.40913129849536,QBTS,kama,10,50,1.5,24
189,44,0.2328042328042328,2869.9743048291507,3869.9743048291516,286.99743048291515,48.958543112915784,QBTS,kama,10,50,2.0,0
146,48,0.3287671232876712,3109.434019085959,4109.434019085959,310.94340190859594,49.81282267521906,QBTS,kama,10,50,2.0,6
117,49,0.4188034188034188,3530.687771992819,4530.68777199282,353.06877719928195,55.70178197699084,QBTS,kama,10,50,2.0,12
81,36,0.4444444444444444,4182.827104678921,5182.827104678921,418.2827104678921,51.40913129849536,QBTS,kama,10,50,2.0,24
189,44,0.2328042328042328,2869.9743048291507,3869.9743048291516,286.99743048291515,48.958543112915784,QBTS,kama,10,50,2.5,0
146,48,0.3287671232876712,3109.434019085959,4109.434019085959,310.94340190859594,49.81282267521906,QBTS,kama,10,50,2.5,6
117,49,0.4188034188034188,3530.687771992819,4530.68777199282,353.06877719928195,55.70178197699084,QBTS,kama,10,50,2.5,12
80,36,0.45,4155.537315145931,5155.537315145931,415.55373151459304,51.40913129849536,QBTS,kama,10,50,2.5,24
189,44,0.2328042328042328,2869.9743048291507,3869.9743048291516,286.99743048291515,48.958543112915784,QBTS,kama,10,50,0.0,0
146,48,0.3287671232876712,3109.434019085959,4109.434019085959,310.94340190859594,49.81282267521906,QBTS,kama,10,50,0.0,6
117,49,0.4188034188034188,3530.687771992819,4530.68777199282,353.06877719928195,55.70178197699084,QBTS,kama,10,50,0.0,12
80,36,0.45,4112.382333413562,5112.382333413562,411.2382333413562,51.40913129849536,QBTS,kama,10,50,0.0,24
183,37,0.20218579234972678,2400.719547031422,3400.719547031422,240.0719547031422,44.5228533553617,QBTS,kama,14,20,1.0,0
142,40,0.28169014084507044,3389.21894922646,4389.218949226461,338.92189492264606,39.25253263191821,QBTS,kama,14,20,1.0,6
116,44,0.3793103448275862,3461.3985313216826,4461.398531321683,346.13985313216824,47.067474969601385,QBTS,kama,14,20,1.0,12
83,36,0.43373493975903615,4204.215975735209,5204.215975735209,420.42159757352096,37.983186471600135,QBTS,kama,14,20,1.0,24
183,38,0.20765027322404372,3053.173661476397,4053.1736614763977,305.3173661476398,45.30958472764169,QBTS,kama,14,20,1.5,0
141,40,0.28368794326241137,3315.6997293786676,4315.699729378668,331.5699729378668,39.568416937978604,QBTS,kama,14,20,1.5,6
116,44,0.3793103448275862,3461.3985313216826,4461.398531321683,346.13985313216824,47.067474969601385,QBTS,kama,14,20,1.5,12
83,36,0.43373493975903615,4096.6460363602855,5096.6460363602855,409.6646036360285,37.76822851382011,QBTS,kama,14,20,1.5,24
183,38,0.20765027322404372,3053.173661476397,4053.1736614763977,305.3173661476398,45.30958472764169,QBTS,kama,14,20,2.0,0
141,40,0.28368794326241137,3315.6997293786676,4315.699729378668,331.5699729378668,39.568416937978604,QBTS,kama,14,20,2.0,6
116,44,0.3793103448275862,3461.3985313216826,4461.398531321683,346.13985313216824,47.067474969601385,QBTS,kama,14,20,2.0,12
83,36,0.43373493975903615,4094.5648371911266,5094.564837191127,409.4564837191126,37.86761770672245,QBTS,kama,14,20,2.0,24
183,38,0.20765027322404372,3053.173661476397,4053.1736614763977,305.3173661476398,45.30958472764169,QBTS,kama,14,20,2.5,0
141,40,0.28368794326241137,3315.6997293786676,4315.699729378668,331.5699729378668,39.568416937978604,QBTS,kama,14,20,2.5,6
116,44,0.3793103448275862,3461.3985313216826,4461.398531321683,346.13985313216824,47.067474969601385,QBTS,kama,14,20,2.5,12
83,36,0.43373493975903615,4094.5648371911266,5094.564837191127,409.4564837191126,37.86761770672245,QBTS,kama,14,20,2.5,24
183,38,0.20765027322404372,3053.173661476397,4053.1736614763977,305.3173661476398,45.30958472764169,QBTS,kama,14,20,0.0,0
141,40,0.28368794326241137,3315.6997293786676,4315.699729378668,331.5699729378668,39.568416937978604,QBTS,kama,14,20,0.0,6
116,44,0.3793103448275862,3461.3985313216826,4461.398531321683,346.13985313216824,47.067474969601385,QBTS,kama,14,20,0.0,12
83,36,0.43373493975903615,4094.5648371911266,5094.564837191127,409.4564837191126,37.86761770672245,QBTS,kama,14,20,0.0,24
170,35,0.20588235294117646,2383.3335948116264,3383.3335948116264,238.33335948116266,45.44713838405223,QBTS,kama,14,30,1.0,0
131,37,0.2824427480916031,3657.799902734935,4657.799902734935,365.7799902734935,37.09923320180516,QBTS,kama,14,30,1.0,6
110,41,0.37272727272727274,3546.9369218225174,4546.936921822518,354.6936921822518,48.60734324210117,QBTS,kama,14,30,1.0,12
78,32,0.41025641025641024,3928.227698299906,4928.2276982999065,392.82276982999065,39.597148389999774,QBTS,kama,14,30,1.0,24
170,36,0.21176470588235294,3048.443640993113,4048.443640993113,304.8443640993113,46.25124264835082,QBTS,kama,14,30,1.5,0
130,37,0.2846153846153846,3593.9120014067585,4593.9120014067585,359.39120014067583,37.44310022316626,QBTS,kama,14,30,1.5,6
110,41,0.37272727272727274,3546.9369218225174,4546.936921822518,354.6936921822518,48.60734324210117,QBTS,kama,14,30,1.5,12
78,32,0.41025641025641024,3890.786088678858,4890.7860886788585,389.0786088678858,39.38219043221976,QBTS,kama,14,30,1.5,24
170,36,0.21176470588235294,3064.5436256389567,4064.5436256389567,306.45436256389564,46.25124264835082,QBTS,kama,14,30,2.0,0
130,37,0.2846153846153846,3593.9120014067585,4593.9120014067585,359.39120014067583,37.44310022316626,QBTS,kama,14,30,2.0,6
110,41,0.37272727272727274,3546.9369218225174,4546.936921822518,354.6936921822518,48.60734324210117,QBTS,kama,14,30,2.0,12
78,32,0.41025641025641024,3880.4699337220404,4880.469933722041,388.0469933722041,39.4815796251221,QBTS,kama,14,30,2.0,24
170,36,0.21176470588235294,3064.5436256389567,4064.5436256389567,306.45436256389564,46.25124264835082,QBTS,kama,14,30,2.5,0
130,37,0.2846153846153846,3593.9120014067585,4593.9120014067585,359.39120014067583,37.44310022316626,QBTS,kama,14,30,2.5,6
110,41,0.37272727272727274,3546.9369218225174,4546.936921822518,354.6936921822518,48.60734324210117,QBTS,kama,14,30,2.5,12
78,33,0.4230769230769231,4032.359919760249,5032.359919760249,403.2359919760249,39.4815796251221,QBTS,kama,14,30,2.5,24
170,36,0.21176470588235294,3064.5436256389567,4064.5436256389567,306.45436256389564,46.25124264835082,QBTS,kama,14,30,0.0,0
130,37,0.2846153846153846,3593.9120014067585,4593.9120014067585,359.39120014067583,37.44310022316626,QBTS,kama,14,30,0.0,6
110,41,0.37272727272727274,3546.9369218225174,4546.936921822518,354.6936921822518,48.60734324210117,QBTS,kama,14,30,0.0,12
78,33,0.4230769230769231,4032.359919760249,5032.359919760249,403.2359919760249,39.4815796251221,QBTS,kama,14,30,0.0,24
166,34,0.20481927710843373,2331.450579008452,3331.450579008452,233.14505790084522,41.81328217777376,QBTS,kama,14,40,1.0,0
127,35,0.2755905511811024,3299.319311252649,4299.319311252649,329.93193112526484,30.145636097683493,QBTS,kama,14,40,1.0,6
104,38,0.36538461538461536,3419.842345438734,4419.842345438734,341.9842345438734,39.86223521857106,QBTS,kama,14,40,1.0,12
77,31,0.4025974025974026,3301.435575912783,4301.435575912783,330.1435575912783,36.979440777130684,QBTS,kama,14,40,1.0,24
166,35,0.21084337349397592,3005.974789490388,4005.9747894903885,300.5974789490388,42.48301000202914,QBTS,kama,14,40,1.5,0
126,35,0.2777777777777778,3232.5221108112887,4232.522110811288,323.2522110811288,30.356148807451284,QBTS,kama,14,40,1.5,6
104,38,0.36538461538461536,3380.175749026075,4380.175749026075,338.0175749026075,40.575521516526244,QBTS,kama,14,40,1.5,12
77,31,0.4025974025974026,3263.993966291735,4263.993966291735,326.39939662917345,36.7648552966523,QBTS,kama,14,40,1.5,24
166,35,0.21084337349397592,3022.0747741362316,4022.074774136232,302.20747741362317,42.48301000202914,QBTS,kama,14,40,2.0,0
126,35,0.2777777777777778,3232.5221108112887,4232.522110811288,323.2522110811288,30.356148807451284,QBTS,kama,14,40,2.0,6
104,38,0.36538461538461536,3380.175749026075,4380.175749026075,338.0175749026075,40.575521516526244,QBTS,kama,14,40,2.0,12
77,31,0.4025974025974026,3253.6778113349174,4253.677811334917,325.3677811334917,36.86407226881545,QBTS,kama,14,40,2.0,24
166,35,0.21084337349397592,3022.0747741362316,4022.074774136232,302.20747741362317,42.48301000202914,QBTS,kama,14,40,2.5,0
126,35,0.2777777777777778,3232.5221108112887,4232.522110811288,323.2522110811288,30.356148807451284,QBTS,kama,14,40,2.5,6
104,38,0.36538461538461536,3380.175749026075,4380.175749026075,338.0175749026075,40.575521516526244,QBTS,kama,14,40,2.5,12
77,32,0.4155844155844156,3405.5677973731254,4405.567797373125,340.5567797373125,36.86407226881545,QBTS,kama,14,40,2.5,24
166,35,0.21084337349397592,3022.0747741362316,4022.074774136232,302.20747741362317,42.48301000202914,QBTS,kama,14,40,0.0,0
126,35,0.2777777777777778,3232.5221108112887,4232.522110811288,323.2522110811288,30.356148807451284,QBTS,kama,14,40,0.0,6
103,38,0.36893203883495146,3389.0157982928904,4389.01579829289,338.90157982928906,40.575521516526244,QBTS,kama,14,40,0.0,12
77,32,0.4155844155844156,3405.5677973731254,4405.567797373125,340.5567797373125,36.86407226881545,QBTS,kama,14,40,0.0,24
167,35,0.20958083832335328,2377.935113532164,3377.9351135321645,237.79351135321645,41.33693541873022,QBTS,kama,14,50,1.0,0
127,36,0.28346456692913385,3286.997495523508,4286.9974955235075,328.69974955235074,31.37438153194669,QBTS,kama,14,50,1.0,6
105,38,0.3619047619047619,3406.446757040754,4406.446757040754,340.6446757040754,41.484475090787264,QBTS,kama,14,50,1.0,12
77,31,0.4025974025974026,3276.601554940531,4276.601554940531,327.66015549405313,38.47562571431589,QBTS,kama,14,50,1.0,24
167,36,0.2155688622754491,3043.575809590915,4043.575809590915,304.3575809590915,42.0300028018189,QBTS,kama,14,50,1.5,0
126,36,0.2857142857142857,3212.430302492197,4212.4303024921965,321.24303024921966,31.729608504304796,QBTS,kama,14,50,1.5,6
105,38,0.3619047619047619,3365.766283528783,4365.766283528783,336.5766283528783,42.23731083581816,QBTS,kama,14,50,1.5,12
77,31,0.4025974025974026,3239.159945319483,4239.159945319483,323.9159945319483,38.258309833070655,QBTS,kama,14,50,1.5,24
167,36,0.2155688622754491,3059.6757942367585,4059.6757942367585,305.96757942367583,42.0300028018189,QBTS,kama,14,50,2.0,0
126,36,0.2857142857142857,3212.430302492197,4212.4303024921965,321.24303024921966,31.729608504304796,QBTS,kama,14,50,2.0,6
105,38,0.3619047619047619,3365.766283528783,4365.766283528783,336.5766283528783,42.23731083581816,QBTS,kama,14,50,2.0,12
77,31,0.4025974025974026,3228.8437903626655,4228.8437903626655,322.8843790362665,38.35878924897545,QBTS,kama,14,50,2.0,24
167,36,0.2155688622754491,3059.6757942367585,4059.6757942367585,305.96757942367583,42.0300028018189,QBTS,kama,14,50,2.5,0
126,36,0.2857142857142857,3212.430302492197,4212.4303024921965,321.24303024921966,31.729608504304796,QBTS,kama,14,50,2.5,6
105,38,0.3619047619047619,3365.766283528783,4365.766283528783,336.5766283528783,42.23731083581816,QBTS,kama,14,50,2.5,12
77,32,0.4155844155844156,3380.7337764008735,4380.7337764008735,338.07337764008736,38.35878924897545,QBTS,kama,14,50,2.5,24
167,36,0.2155688622754491,3059.6757942367585,4059.6757942367585,305.96757942367583,42.0300028018189,QBTS,kama,14,50,0.0,0
126,36,0.2857142857142857,3212.430302492197,4212.4303024921965,321.24303024921966,31.729608504304796,QBTS,kama,14,50,0.0,6
104,38,0.36538461538461536,3374.606332795598,4374.606332795598,337.46063327955983,42.23731083581816,QBTS,kama,14,50,0.0,12
77,32,0.4155844155844156,3380.7337764008735,4380.7337764008735,338.07337764008736,38.35878924897545,QBTS,kama,14,50,0.0,24
165,32,0.19393939393939394,3578.1155369458156,4578.115536945816,357.81155369458156,39.836972680425994,QBTS,kama,20,20,1.0,0
122,35,0.28688524590163933,4266.203275096366,5266.203275096366,426.6203275096366,36.6278452456248,QBTS,kama,20,20,1.0,6
103,37,0.3592233009708738,4106.1431777756,5106.1431777756,410.61431777756,45.23771552155542,QBTS,kama,20,20,1.0,12
78,33,0.4230769230769231,4250.516495022795,5250.516495022795,425.05164950227953,37.28857854711743,QBTS,kama,20,20,1.0,24
165,32,0.19393939393939394,3447.2384483990627,4447.238448399063,344.7238448399063,39.983445831126716,QBTS,kama,20,20,1.5,0
122,35,0.28688524590163933,4184.085108411262,5184.085108411262,418.4085108411262,36.6278452456248,QBTS,kama,20,20,1.5,6
103,37,0.3592233009708738,4106.1431777756,5106.1431777756,410.61431777756,45.23771552155542,QBTS,kama,20,20,1.5,12
78,33,0.4230769230769231,4252.131073269866,5252.131073269866,425.21310732698663,37.28857854711743,QBTS,kama,20,20,1.5,24
165,32,0.19393939393939394,3412.359046238418,4412.359046238418,341.23590462384186,39.983445831126716,QBTS,kama,20,20,2.0,0
122,35,0.28688524590163933,4178.293686044166,5178.293686044166,417.8293686044166,36.6278452456248,QBTS,kama,20,20,2.0,6
103,37,0.3592233009708738,4096.84718540118,5096.84718540118,409.6847185401179,45.23771552155542,QBTS,kama,20,20,2.0,12
78,33,0.4230769230769231,4191.145637784026,5191.145637784026,419.1145637784026,37.28857854711743,QBTS,kama,20,20,2.0,24
165,32,0.19393939393939394,3412.359046238418,4412.359046238418,341.23590462384186,39.983445831126716,QBTS,kama,20,20,2.5,0
122,35,0.28688524590163933,4178.293686044166,5178.293686044166,417.8293686044166,36.6278452456248,QBTS,kama,20,20,2.5,6
103,37,0.3592233009708738,4096.84718540118,5096.84718540118,409.6847185401179,45.23771552155542,QBTS,kama,20,20,2.5,12
78,33,0.4230769230769231,4191.145637784026,5191.145637784026,419.1145637784026,37.28857854711743,QBTS,kama,20,20,2.5,24
165,32,0.19393939393939394,3412.359046238418,4412.359046238418,341.23590462384186,39.983445831126716,QBTS,kama,20,20,0.0,0
122,35,0.28688524590163933,4178.293686044166,5178.293686044166,417.8293686044166,36.6278452456248,QBTS,kama,20,20,0.0,6
103,37,0.3592233009708738,4096.84718540118,5096.84718540118,409.6847185401179,45.23771552155542,QBTS,kama,20,20,0.0,12
78,33,0.4230769230769231,4191.145637784026,5191.145637784026,419.1145637784026,37.28857854711743,QBTS,kama,20,20,0.0,24
143,28,0.1958041958041958,3776.4224957957467,4776.422495795747,377.6422495795747,31.680590633888432,QBTS,kama,20,30,1.0,0
109,29,0.26605504587155965,4113.707320376522,5113.707320376522,411.37073203765226,27.475245900690222,QBTS,kama,20,30,1.0,6
93,29,0.3118279569892473,4134.565315069823,5134.565315069823,413.4565315069823,39.7072782725777,QBTS,kama,20,30,1.0,12
71,29,0.4084507042253521,4415.394217670622,5415.394217670622,441.5394217670622,34.50231763898522,QBTS,kama,20,30,1.0,24
143,28,0.1958041958041958,3672.706042481919,4672.706042481919,367.2706042481919,31.796676772749226,QBTS,kama,20,30,1.5,0
109,29,0.26605504587155965,4038.4447454654046,5038.444745465405,403.8444745465404,27.58808731316441,QBTS,kama,20,30,1.5,6
93,29,0.3118279569892473,4129.086710753111,5129.086710753111,412.90867107531113,39.7072782725777,QBTS,kama,20,30,1.5,12
71,29,0.4084507042253521,4415.394217670622,5415.394217670622,441.5394217670622,34.50231763898522,QBTS,kama,20,30,1.5,24
143,28,0.1958041958041958,3636.2120620742044,4636.212062074204,363.62120620742047,32.420956075422616,QBTS,kama,20,30,2.0,0
109,29,0.26605504587155965,4031.0387448512383,5031.038744851238,403.1038744851238,27.757792053814796,QBTS,kama,20,30,2.0,6
93,29,0.3118279569892473,4121.680710138945,5121.680710138945,412.16807101389446,39.7072782725777,QBTS,kama,20,30,2.0,12
71,29,0.4084507042253521,4415.394217670622,5415.394217670622,441.5394217670622,34.50231763898522,QBTS,kama,20,30,2.0,24
143,28,0.1958041958041958,3636.2120620742044,4636.212062074204,363.62120620742047,32.420956075422616,QBTS,kama,20,30,2.5,0
109,29,0.26605504587155965,4031.0387448512383,5031.038744851238,403.1038744851238,27.757792053814796,QBTS,kama,20,30,2.5,6
93,29,0.3118279569892473,4121.680710138945,5121.680710138945,412.16807101389446,39.7072782725777,QBTS,kama,20,30,2.5,12
71,29,0.4084507042253521,4415.394217670622,5415.394217670622,441.5394217670622,34.50231763898522,QBTS,kama,20,30,2.5,24
143,28,0.1958041958041958,3636.2120620742044,4636.212062074204,363.62120620742047,32.420956075422616,QBTS,kama,20,30,0.0,0
109,29,0.26605504587155965,4031.0387448512383,5031.038744851238,403.1038744851238,27.757792053814796,QBTS,kama,20,30,0.0,6
93,29,0.3118279569892473,4121.680710138945,5121.680710138945,412.16807101389446,39.7072782725777,QBTS,kama,20,30,0.0,12
71,29,0.4084507042253521,4415.394217670622,5415.394217670622,441.5394217670622,34.50231763898522,QBTS,kama,20,30,0.0,24
143,25,0.17482517482517482,3682.583950427152,4682.583950427152,368.25839504271516,32.502707873044336,QBTS,kama,20,40,1.0,0
107,28,0.2616822429906542,4108.159412035363,5108.159412035363,410.8159412035363,26.569318379748946,QBTS,kama,20,40,1.0,6
91,26,0.2857142857142857,4179.748932542471,5179.748932542471,417.97489325424715,38.61756001842798,QBTS,kama,20,40,1.0,12
71,27,0.38028169014084506,4248.424624264899,5248.424624264899,424.8424624264898,36.85919900333359,QBTS,kama,20,40,1.0,24
143,25,0.17482517482517482,3577.5574752360358,4577.557475236035,357.75574752360353,32.82396958301671,QBTS,kama,20,40,1.5,0
107,28,0.2616822429906542,4026.68679655494,5026.68679655494,402.668679655494,27.37210196755956,QBTS,kama,20,40,1.5,6
90,26,0.28888888888888886,4225.646594943671,5225.646594943671,422.56465949436705,35.646341768210284,QBTS,kama,20,40,1.5,12
71,27,0.38028169014084506,4248.424624264899,5248.424624264899,424.8424624264898,36.85919900333359,QBTS,kama,20,40,1.5,24
143,25,0.17482517482517482,3541.063494828321,4541.0634948283205,354.10634948283206,32.82396958301671,QBTS,kama,20,40,2.0,0
107,28,0.2616822429906542,4019.2807959407737,5019.280795940774,401.9280795940774,27.53630379773754,QBTS,kama,20,40,2.0,6
90,26,0.28888888888888886,4218.240594329504,5218.240594329504,421.82405943295043,35.646341768210284,QBTS,kama,20,40,2.0,12
71,27,0.38028169014084506,4248.424624264899,5248.424624264899,424.8424624264898,36.85919900333359,QBTS,kama,20,40,2.0,24
143,25,0.17482517482517482,3541.063494828321,4541.0634948283205,354.10634948283206,32.82396958301671,QBTS,kama,20,40,2.5,0
107,28,0.2616822429906542,4019.2807959407737,5019.280795940774,401.9280795940774,27.53630379773754,QBTS,kama,20,40,2.5,6
90,26,0.28888888888888886,4218.240594329504,5218.240594329504,421.82405943295043,35.646341768210284,QBTS,kama,20,40,2.5,12
71,27,0.38028169014084506,4248.424624264899,5248.424624264899,424.8424624264898,36.85919900333359,QBTS,kama,20,40,2.5,24
143,25,0.17482517482517482,3541.063494828321,4541.0634948283205,354.10634948283206,32.82396958301671,QBTS,kama,20,40,0.0,0
